system,sessions,trial,outcome,p_val
Tf,27,6,0.35135135135135137,3.4685372876799844e-08
Dl,27,6,0.18421052631578946,1.9042101578232766e-09
Null,27,6,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,27,7,0.6585365853658537,1.3980455265091693e-05
BM25,27,7,0.5897435897435898,2.6563968243191802e-06
Baseline,27,7,0.5789473684210527,1.8016456589966358e-06
Tf,27,7,0.4864864864864865,3.269099675270684e-07
Dl,27,7,0.2972972972972973,1.3922380032526607e-08
Null,27,7,0.03333333333333333,2.853012831142622e-10
XSqrA_M,27,8,0.6341463414634146,8.887145112235553e-06
BM25,27,8,0.5384615384615384,1.0853367277544388e-06
Baseline,27,8,0.5641025641025641,1.7006559824564433e-06
Tf,27,8,0.4358974358974359,1.7533641151668463e-07
Dl,27,8,0.15789473684210525,1.1896209655473046e-09
Null,27,8,0.03125,2.46424247332957e-10
XSqrA_M,27,9,0.7073170731707317,3.4198625425918615e-05
BM25,27,9,0.5641025641025641,1.7006559824564433e-06
Baseline,27,9,0.6153846153846154,4.13474837485832e-06
Tf,27,9,0.46153846153846156,2.775404824127456e-07
Dl,27,9,0.23684210526315788,4.860925714487099e-09
Null,27,9,0.06451612903225806,4.150721812358841e-10
XSqrA_M,27,10,0.6,3.88536849688825e-06
BM25,27,10,0.5263157894736842,7.452313226525144e-07
Baseline,27,10,0.5526315789473685,1.160692081560213e-06
Tf,27,10,0.358974358974359,4.3695303406006174e-08
Dl,27,10,0.21621621621621623,3.494432861214955e-09
Null,27,10,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,28,1,0.625,6.088903504092728e-06
BM25,28,1,0.5526315789473685,1.160692081560213e-06
Baseline,28,1,0.41025641025641024,1.1054246838102009e-07
Tf,28,1,0.39473684210526316,7.800581131348412e-08
Dl,28,1,0.13157894736842105,7.423464026253681e-10
Null,28,1,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,28,2,0.55,1.5672479061516015e-06
BM25,28,2,0.48717948717948717,4.383465216783932e-07
Baseline,28,2,0.5263157894736842,7.452313226525144e-07
Tf,28,2,0.34210526315789475,3.11373378987541e-08
Dl,28,2,0.24324324324324326,5.548603004421694e-09
Null,28,2,0.06451612903225806,4.150721812358841e-10
XSqrA_M,28,3,0.5365853658536586,1.4086855631251127e-06
BM25,28,3,0.4358974358974359,1.7533641151668463e-07
Baseline,28,3,0.5526315789473685,1.160692081560213e-06
Tf,28,3,0.3333333333333333,2.7402852634174315e-08
Dl,28,3,0.21621621621621623,3.494432861214955e-09
Null,28,3,0.06451612903225806,4.150721812358841e-10
XSqrA_M,28,4,0.6052631578947368,2.7860929475222422e-06
BM25,28,4,0.5833333333333334,1.2403947708498856e-06
Baseline,28,4,0.5,4.770054508331592e-07
Tf,28,4,0.3888888888888889,5.9237446617839205e-08
Dl,28,4,0.13157894736842105,7.423464026253681e-10
Null,28,4,0.034482758620689655,3.0075726782624973e-10
XSqrA_M,28,5,0.5121951219512195,8.8348256023392e-07
BM25,28,5,0.45,2.474297799499977e-07
Baseline,28,5,0.4,9.71464657592879e-08
Tf,28,5,0.425,1.551724365260154e-07
Dl,28,5,0.25,5.676644230612976e-09
Null,28,5,0.06060606060606061,3.523249359502973e-10
XSqrA_M,28,6,0.7,2.2891483147941114e-05
BM25,28,6,0.6153846153846154,4.13474837485832e-06
Baseline,28,6,0.5526315789473685,1.160692081560213e-06
Tf,28,6,0.4,6.309200716479933e-08
Dl,28,6,0.15789473684210525,1.1896209655473046e-09
Null,28,6,0.06896551724137931,4.623222983519998e-10
XSqrA_M,28,7,0.6097560975609756,5.630843456507827e-06
BM25,28,7,0.475,3.9380138964819085e-07
Baseline,28,7,0.525,9.912976281904871e-07
Tf,28,7,0.4358974358974359,1.7533641151668463e-07
Dl,28,7,0.1,3.191265006925598e-10
Null,28,7,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,28,8,0.6190476190476191,8.073767420438102e-06
BM25,28,8,0.55,1.5672479061516015e-06
Baseline,28,8,0.4,9.71464657592879e-08
Tf,28,8,0.4358974358974359,1.7533641151668463e-07
Dl,28,8,0.3076923076923077,1.715910889813492e-08
Null,28,8,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,28,9,0.525,9.912976281904871e-07
BM25,28,9,0.48717948717948717,4.383465216783932e-07
Baseline,28,9,0.717948717948718,2.3225717694578425e-05
Tf,28,9,0.358974358974359,4.3695303406006174e-08
Dl,28,9,0.21052631578947367,3.0443581956104774e-09
Null,28,9,0.09375,6.009114937525999e-10
XSqrA_M,28,10,0.6046511627906976,7.1178865539227356e-06
BM25,28,10,0.5365853658536586,1.4086855631251127e-06
Baseline,28,10,0.575,2.4712666177969423e-06
Tf,28,10,0.36585365853658536,5.1831213598398384e-08
Dl,28,10,0.20512820512820512,2.6030573360602674e-09
Null,28,10,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,29,1,0.5238095238095238,1.2333477307067912e-06
BM25,29,1,0.5,7.673195200617477e-07
Baseline,29,1,0.5121951219512195,8.8348256023392e-07
Tf,29,1,0.3076923076923077,1.715910889813492e-08
Dl,29,1,0.3,1.470286218855212e-08
Null,29,1,0.06451612903225806,4.150721812358841e-10
XSqrA_M,29,2,0.6341463414634146,8.887145112235553e-06
BM25,29,2,0.55,1.5672479061516015e-06
Baseline,29,2,0.5,6.254906378427351e-07
Tf,29,2,0.35,3.78980733776747e-08
Dl,29,2,0.23684210526315788,4.860925714487099e-09
Null,29,2,0.09090909090909091,5.526451588931249e-10
XSqrA_M,29,3,0.5813953488372093,4.422710914565096e-06
BM25,29,3,0.4878048780487805,5.529879918098313e-07
Baseline,29,3,0.475,3.9380138964819085e-07
Tf,29,3,0.3902439024390244,8.345700333429495e-08
Dl,29,3,0.075,1.9695502480596478e-10
Null,29,3,0.06060606060606061,3.523249359502973e-10
XSqrA_M,29,4,0.6585365853658537,1.3980455265091693e-05
BM25,29,4,0.6,3.88536849688825e-06
Baseline,29,4,0.46153846153846156,2.775404824127456e-07
Tf,29,4,0.4864864864864865,3.269099675270684e-07
Dl,29,4,0.15384615384615385,1.0068612351282442e-09
Null,29,4,0.03333333333333333,2.853012831142622e-10
XSqrA_M,29,5,0.5853658536585366,3.557164763074842e-06
BM25,29,5,0.5263157894736842,7.452313226525144e-07
Baseline,29,5,0.375,6.072179715171592e-08
Tf,29,5,0.3,1.470286218855212e-08
Dl,29,5,0.2,2.1824468624358617e-09
Null,29,5,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,29,6,0.6046511627906976,7.1178865539227356e-06
BM25,29,6,0.4878048780487805,5.529879918098313e-07
Baseline,29,6,0.4634146341463415,3.4549367520738685e-07
Tf,29,6,0.45,2.474297799499977e-07
Dl,29,6,0.175,1.351292032809416e-09
Null,29,6,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,29,7,0.5813953488372093,4.422710914565096e-06
BM25,29,7,0.4878048780487805,5.529879918098313e-07
Baseline,29,7,0.45,2.474297799499977e-07
Tf,29,7,0.35,3.78980733776747e-08
Dl,29,7,0.23076923076923078,4.1786416716631105e-09
Null,29,7,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,29,8,0.6744186046511628,2.9281270357264303e-05
BM25,29,8,0.5853658536585366,3.557164763074842e-06
Baseline,29,8,0.43902439024390244,2.154942114285424e-07
Tf,29,8,0.43902439024390244,2.154942114285424e-07
Dl,29,8,0.2926829268292683,1.2328824811760408e-08
Null,29,8,0.08823529411764706,5.0076292933488e-10
XSqrA_M,29,9,0.6,3.88536849688825e-06
BM25,29,9,0.5263157894736842,7.452313226525144e-07
Baseline,29,9,0.3684210526315789,4.933074420615144e-08
Tf,29,9,0.4358974358974359,1.7533641151668463e-07
Dl,29,9,0.3157894736842105,1.9618908626670655e-08
Null,29,9,0.03125,2.46424247332957e-10
XSqrA_M,29,10,0.5116279069767442,1.0501066837749777e-06
BM25,29,10,0.5,7.673195200617477e-07
Baseline,29,10,0.575,2.4712666177969423e-06
Tf,29,10,0.35,3.78980733776747e-08
Dl,29,10,0.25,5.676644230612976e-09
Null,29,10,0.0,1.4250381342879675e-10
XSqrA_M,30,1,0.5609756097560976,2.2412021885176647e-06
BM25,30,1,0.45,2.474297799499977e-07
Baseline,30,1,0.625,6.088903504092728e-06
Tf,30,1,0.35,3.78980733776747e-08
Dl,30,1,0.3,1.470286218855212e-08
Null,30,1,0.0,1.4250381342879675e-10
XSqrA_M,30,2,0.5714285714285714,3.169123168918922e-06
BM25,30,2,0.5,6.254906378427351e-07
Baseline,30,2,0.425,1.551724365260154e-07
Tf,30,2,0.4,9.71464657592879e-08
Dl,30,2,0.1794871794871795,1.6197673336979467e-09
Null,30,2,0.0625,3.851606540827816e-10
XSqrA_M,30,3,0.5952380952380952,5.0643153486748686e-06
BM25,30,3,0.55,1.5672479061516015e-06
Baseline,30,3,0.45,2.474297799499977e-07
Tf,30,3,0.375,6.072179715171592e-08
Dl,30,3,0.275,9.140953152503078e-09
Null,30,3,0.06060606060606061,3.523249359502973e-10
XSqrA_M,30,4,0.6097560975609756,5.630843456507827e-06
BM25,30,4,0.55,1.5672479061516015e-06
Baseline,30,4,0.48717948717948717,4.383465216783932e-07
Tf,30,4,0.4358974358974359,1.7533641151668463e-07
Dl,30,4,0.21052631578947367,3.0443581956104774e-09
Null,30,4,0.03125,2.46424247332957e-10
XSqrA_M,30,5,0.5609756097560976,2.2412021885176647e-06
BM25,30,5,0.45,2.474297799499977e-07
Baseline,30,5,0.65,9.507809537672393e-06
Tf,30,5,0.325,2.362051554549779e-08
Dl,30,5,0.20512820512820512,2.6030573360602674e-09
Null,30,5,0.06060606060606061,3.523249359502973e-10
XSqrA_M,30,6,0.6585365853658537,1.3980455265091693e-05
BM25,30,6,0.55,1.5672479061516015e-06
Baseline,30,6,0.525,9.912976281904871e-07
Tf,30,6,0.5128205128205128,6.906563164693726e-07
Dl,30,6,0.23076923076923078,4.1786416716631105e-09
Null,30,6,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,30,7,0.6585365853658537,1.3980455265091693e-05
BM25,30,7,0.5897435897435898,2.6563968243191802e-06
Baseline,30,7,0.5128205128205128,6.906563164693726e-07
Tf,30,7,0.3684210526315789,4.933074420615144e-08
Dl,30,7,0.13157894736842105,7.423464026253681e-10
Null,30,7,0.0967741935483871,6.439936785486237e-10
XSqrA_M,30,8,0.65,9.507809537672393e-06
BM25,30,8,0.5526315789473685,1.160692081560213e-06
Baseline,30,8,0.5526315789473685,1.160692081560213e-06
Tf,30,8,0.38461538461538464,6.956065021654159e-08
Dl,30,8,0.24324324324324326,5.548603004421694e-09
Null,30,8,0.03333333333333333,2.853012831142622e-10
XSqrA_M,30,9,0.5897435897435898,2.6563968243191802e-06
BM25,30,9,0.47368421052631576,3.0445868227528094e-07
Baseline,30,9,0.47368421052631576,3.0445868227528094e-07
Tf,30,9,0.4473684210526316,1.9382357452053607e-07
Dl,30,9,0.21052631578947367,3.0443581956104774e-09
Null,30,9,0.03333333333333333,2.853012831142622e-10
XSqrA_M,30,10,0.6,3.88536849688825e-06
BM25,30,10,0.48717948717948717,4.383465216783932e-07
Baseline,30,10,0.42105263157894735,1.2309675748818656e-07
Tf,30,10,0.2972972972972973,1.3922380032526607e-08
Dl,30,10,0.21621621621621623,3.494432861214955e-09
Null,30,10,0.06451612903225806,4.150721812358841e-10
XSqrA_M,31,1,0.55,1.5672479061516015e-06
BM25,31,1,0.5384615384615384,1.0853367277544388e-06
Baseline,31,1,0.42105263157894735,1.2309675748818656e-07
Tf,31,1,0.358974358974359,4.3695303406006174e-08
Dl,31,1,0.18421052631578946,1.9042101578232766e-09
Null,31,1,0.09375,6.009114937525999e-10
XSqrA_M,31,2,0.7,2.2891483147941114e-05
BM25,31,2,0.5897435897435898,2.6563968243191802e-06
Baseline,31,2,0.5641025641025641,1.7006559824564433e-06
Tf,31,2,0.43243243243243246,1.3426642477289038e-07
Dl,31,2,0.15789473684210525,1.1896209655473046e-09
Null,31,2,0.1,6.804371049986855e-10
XSqrA_M,31,3,0.65,9.507809537672393e-06
BM25,31,3,0.6153846153846154,4.13474837485832e-06
Baseline,31,3,0.5833333333333334,1.2403947708498856e-06
Tf,31,3,0.40540540540540543,8.570935797908245e-08
Dl,31,3,0.22857142857142856,4.365758677661431e-09
Null,31,3,0.06666666666666667,4.410848176042343e-10
XSqrA_M,31,4,0.5813953488372093,4.422710914565096e-06
BM25,31,4,0.5121951219512195,8.8348256023392e-07
Baseline,31,4,0.45,2.474297799499977e-07
Tf,31,4,0.4146341463414634,1.342021485676956e-07
Dl,31,4,0.225,3.521543598730579e-09
Null,31,4,0.08823529411764706,5.0076292933488e-10
XSqrA_M,31,5,0.6829268292682927,2.1911593796459957e-05
BM25,31,5,0.5384615384615384,1.0853367277544388e-06
Baseline,31,5,0.34210526315789475,3.11373378987541e-08
Tf,31,5,0.358974358974359,4.3695303406006174e-08
Dl,31,5,0.24324324324324326,5.548603004421694e-09
Null,31,5,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,31,6,0.625,6.088903504092728e-06
BM25,31,6,0.5526315789473685,1.160692081560213e-06
Baseline,31,6,0.4473684210526316,1.9382357452053607e-07
Tf,31,6,0.47368421052631576,3.0445868227528094e-07
Dl,31,6,0.1891891891891892,2.1975074724527583e-09
Null,31,6,0.06451612903225806,4.150721812358841e-10
XSqrA_M,31,7,0.6666666666666666,2.0352649770204853e-05
BM25,31,7,0.6,3.88536849688825e-06
Baseline,31,7,0.5609756097560976,2.2412021885176647e-06
Tf,31,7,0.4,9.71464657592879e-08
Dl,31,7,0.225,3.521543598730579e-09
Null,31,7,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,31,8,0.5813953488372093,4.422710914565096e-06
BM25,31,8,0.5,7.673195200617477e-07
Baseline,31,8,0.4878048780487805,5.529879918098313e-07
Tf,31,8,0.4634146341463415,3.4549367520738685e-07
Dl,31,8,0.2,2.1824468624358617e-09
Null,31,8,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,31,9,0.5813953488372093,4.422710914565096e-06
BM25,31,9,0.5121951219512195,8.8348256023392e-07
Baseline,31,9,0.4634146341463415,3.4549367520738685e-07
Tf,31,9,0.34146341463414637,3.215040713607078e-08
Dl,31,9,0.225,3.521543598730579e-09
Null,31,9,0.029411764705882353,2.0112007112738322e-10
XSqrA_M,31,10,0.5609756097560976,2.2412021885176647e-06
BM25,31,10,0.5,6.254906378427351e-07
Baseline,31,10,0.28205128205128205,1.0729392938584883e-08
Tf,31,10,0.35,3.78980733776747e-08
Dl,31,10,0.15789473684210525,1.1896209655473046e-09
Null,31,10,0.06060606060606061,3.523249359502973e-10
XSqrA_M,32,1,0.4634146341463415,3.4549367520738685e-07
BM25,32,1,0.41025641025641024,1.1054246838102009e-07
Baseline,32,1,0.5789473684210527,1.8016456589966358e-06
Tf,32,1,0.34210526315789475,3.11373378987541e-08
Dl,32,1,0.10810810810810811,5.421398201666524e-10
Null,32,1,0.03125,2.46424247332957e-10
XSqrA_M,32,2,0.6341463414634146,8.887145112235553e-06
BM25,32,2,0.625,6.088903504092728e-06
Baseline,32,2,0.55,1.5672479061516015e-06
Tf,32,2,0.45,2.474297799499977e-07
Dl,32,2,0.225,3.521543598730579e-09
Null,32,2,0.06060606060606061,3.523249359502973e-10
XSqrA_M,32,3,0.6428571428571429,1.2837744618433384e-05
BM25,32,3,0.5853658536585366,3.557164763074842e-06
Baseline,32,3,0.5897435897435898,2.6563968243191802e-06
Tf,32,3,0.3684210526315789,4.933074420615144e-08
Dl,32,3,0.15789473684210525,1.1896209655473046e-09
Null,32,3,0.03125,2.46424247332957e-10
XSqrA_M,32,4,0.6585365853658537,1.3980455265091693e-05
BM25,32,4,0.525,9.912976281904871e-07
Baseline,32,4,0.6923076923076923,1.5203357604563708e-05
Tf,32,4,0.41025641025641024,1.1054246838102009e-07
Dl,32,4,0.23684210526315788,4.860925714487099e-09
Null,32,4,0.0625,3.851606540827816e-10
XSqrA_M,32,5,0.6046511627906976,7.1178865539227356e-06
BM25,32,5,0.5609756097560976,2.2412021885176647e-06
Baseline,32,5,0.5365853658536586,1.4086855631251127e-06
Tf,32,5,0.3333333333333333,2.7402852634174315e-08
Dl,32,5,0.125,5.166992602893738e-10
Null,32,5,0.06060606060606061,3.523249359502973e-10
XSqrA_M,32,6,0.6585365853658537,1.3980455265091693e-05
BM25,32,6,0.6,3.88536849688825e-06
Baseline,32,6,0.5384615384615384,1.0853367277544388e-06
Tf,32,6,0.4358974358974359,1.7533641151668463e-07
Dl,32,6,0.23684210526315788,4.860925714487099e-09
Null,32,6,0.03125,2.46424247332957e-10
XSqrA_M,32,7,0.55,1.5672479061516015e-06
BM25,32,7,0.5,6.254906378427351e-07
Baseline,32,7,0.5,4.770054508331592e-07
Tf,32,7,0.3783783783783784,5.4583747874610755e-08
Dl,32,7,0.21052631578947367,3.0443581956104774e-09
Null,32,7,0.03225806451612903,2.6699134525507734e-10
XSqrA_M,32,8,0.5952380952380952,5.0643153486748686e-06
BM25,32,8,0.475,3.9380138964819085e-07
Baseline,32,8,0.4358974358974359,1.7533641151668463e-07
Tf,32,8,0.38461538461538464,6.956065021654159e-08
Dl,32,8,0.15789473684210525,1.1896209655473046e-09
Null,32,8,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,32,9,0.6666666666666666,2.0352649770204853e-05
BM25,32,9,0.55,1.5672479061516015e-06
Baseline,32,9,0.425,1.551724365260154e-07
Tf,32,9,0.3333333333333333,2.7402852634174315e-08
Dl,32,9,0.3076923076923077,1.715910889813492e-08
Null,32,9,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,32,10,0.5476190476190477,1.9789360052599056e-06
BM25,32,10,0.5,6.254906378427351e-07
Baseline,32,10,0.4878048780487805,5.529879918098313e-07
Tf,32,10,0.4146341463414634,1.342021485676956e-07
Dl,32,10,0.275,9.140953152503078e-09
Null,32,10,0.030303030303030304,2.2424582823985614e-10
XSqrA_M,33,1,0.625,6.088903504092728e-06
BM25,33,1,0.5897435897435898,2.6563968243191802e-06
Baseline,33,1,0.4358974358974359,1.7533641151668463e-07
Tf,33,1,0.39473684210526316,7.800581131348412e-08
Dl,33,1,0.13157894736842105,7.423464026253681e-10
Null,33,1,0.03125,2.46424247332957e-10
XSqrA_M,33,2,0.6,3.88536849688825e-06
BM25,33,2,0.48717948717948717,4.383465216783932e-07
Baseline,33,2,0.46153846153846156,2.775404824127456e-07
Tf,33,2,0.38461538461538464,6.956065021654159e-08
Dl,33,2,0.23684210526315788,4.860925714487099e-09
Null,33,2,0.03125,2.46424247332957e-10
XSqrA_M,33,3,0.5609756097560976,2.2412021885176647e-06
BM25,33,3,0.48717948717948717,4.383465216783932e-07
Baseline,33,3,0.5641025641025641,1.7006559824564433e-06
Tf,33,3,0.3157894736842105,1.9618908626670655e-08
Dl,33,3,0.21052631578947367,3.0443581956104774e-09
Null,33,3,0.06451612903225806,4.150721812358841e-10
XSqrA_M,33,4,0.5853658536585366,3.557164763074842e-06
BM25,33,4,0.4358974358974359,1.7533641151668463e-07
Baseline,33,4,0.48717948717948717,4.383465216783932e-07
Tf,33,4,0.3157894736842105,1.9618908626670655e-08
Dl,33,4,0.18421052631578946,1.9042101578232766e-09
Null,33,4,0.0625,3.851606540827816e-10
XSqrA_M,33,5,0.6428571428571429,1.2837744618433384e-05
BM25,33,5,0.475,3.9380138964819085e-07
Baseline,33,5,0.3684210526315789,4.933074420615144e-08
Tf,33,5,0.46153846153846156,2.775404824127456e-07
Dl,33,5,0.40540540540540543,8.570935797908245e-08
Null,33,5,0.09090909090909091,5.526451588931249e-10
XSqrA_M,33,6,0.6410256410256411,6.410847522692116e-06
BM25,33,6,0.5526315789473685,1.160692081560213e-06
Baseline,33,6,0.46153846153846156,2.775404824127456e-07
Tf,33,6,0.39473684210526316,7.800581131348412e-08
Dl,33,6,0.13157894736842105,7.423464026253681e-10
Null,33,6,0.06451612903225806,4.150721812358841e-10
XSqrA_M,33,7,0.6585365853658537,1.3980455265091693e-05
BM25,33,7,0.5384615384615384,1.0853367277544388e-06
Baseline,33,7,0.48717948717948717,4.383465216783932e-07
Tf,33,7,0.41025641025641024,1.1054246838102009e-07
Dl,33,7,0.2631578947368421,7.750852070368751e-09
Null,33,7,0.09375,6.009114937525999e-10
XSqrA_M,33,8,0.6341463414634146,8.887145112235553e-06
BM25,33,8,0.55,1.5672479061516015e-06
Baseline,33,8,0.6,3.88536849688825e-06
Tf,33,8,0.3684210526315789,4.933074420615144e-08
Dl,33,8,0.15384615384615385,1.0068612351282442e-09
Null,33,8,0.03125,2.46424247332957e-10
XSqrA_M,33,9,0.6190476190476191,8.073767420438102e-06
BM25,33,9,0.575,2.4712666177969423e-06
Baseline,33,9,0.55,1.5672479061516015e-06
Tf,33,9,0.42105263157894735,1.2309675748818656e-07
Dl,33,9,0.1282051282051282,6.252594730523348e-10
Null,33,9,0.0625,3.851606540827816e-10
XSqrA_M,33,10,0.6,3.88536849688825e-06
BM25,33,10,0.5526315789473685,1.160692081560213e-06
Baseline,33,10,0.42105263157894735,1.2309675748818656e-07
Tf,33,10,0.39473684210526316,7.800581131348412e-08
Dl,33,10,0.2894736842105263,1.2340954631362586e-08
Null,33,10,0.06451612903225806,4.150721812358841e-10
XSqrA_M,34,1,0.6511627906976745,1.831961189679479e-05
BM25,34,1,0.525,9.912976281904871e-07
Baseline,34,1,0.55,1.5672479061516015e-06
Tf,34,1,0.4634146341463415,3.4549367520738685e-07
Dl,34,1,0.23076923076923078,4.1786416716631105e-09
Null,34,1,0.06060606060606061,3.523249359502973e-10
XSqrA_M,34,2,0.5121951219512195,8.8348256023392e-07
BM25,34,2,0.4,9.71464657592879e-08
Baseline,34,2,0.425,1.551724365260154e-07
Tf,34,2,0.4358974358974359,1.7533641151668463e-07
Dl,34,2,0.3,1.470286218855212e-08
Null,34,2,0.0625,3.851606540827816e-10
XSqrA_M,34,3,0.6097560975609756,5.630843456507827e-06
BM25,34,3,0.5526315789473685,1.160692081560213e-06
Baseline,34,3,0.6410256410256411,6.410847522692116e-06
Tf,34,3,0.38461538461538464,6.956065021654159e-08
Dl,34,3,0.1794871794871795,1.6197673336979467e-09
Null,34,3,0.09375,6.009114937525999e-10
XSqrA_M,34,4,0.6097560975609756,5.630843456507827e-06
BM25,34,4,0.5128205128205128,6.906563164693726e-07
Baseline,34,4,0.5641025641025641,1.7006559824564433e-06
Tf,34,4,0.4,9.71464657592879e-08
Dl,34,4,0.18421052631578946,1.9042101578232766e-09
Null,34,4,0.06060606060606061,3.523249359502973e-10
XSqrA_M,34,5,0.5365853658536586,1.4086855631251127e-06
BM25,34,5,0.46153846153846156,2.775404824127456e-07
Baseline,34,5,0.43902439024390244,2.154942114285424e-07
Tf,34,5,0.35,3.78980733776747e-08
Dl,34,5,0.225,3.521543598730579e-09
Null,34,5,0.03125,2.46424247332957e-10
XSqrA_M,34,6,0.675,1.478656913105874e-05
BM25,34,6,0.5263157894736842,7.452313226525144e-07
Baseline,34,6,0.5128205128205128,6.906563164693726e-07
Tf,34,6,0.41025641025641024,1.1054246838102009e-07
Dl,34,6,0.18421052631578946,1.9042101578232766e-09
Null,34,6,0.0625,3.851606540827816e-10
XSqrA_M,34,7,0.5238095238095238,1.2333477307067912e-06
BM25,34,7,0.4878048780487805,5.529879918098313e-07
Baseline,34,7,0.38461538461538464,6.956065021654159e-08
Tf,34,7,0.3076923076923077,1.715910889813492e-08
Dl,34,7,0.18421052631578946,1.9042101578232766e-09
Null,34,7,0.06060606060606061,3.523249359502973e-10
XSqrA_M,34,8,0.5909090909090909,6.076830232977395e-06
BM25,34,8,0.36585365853658536,5.1831213598398384e-08
Baseline,34,8,0.2857142857142857,1.0104085164769171e-08
Tf,34,8,0.325,2.362051554549779e-08
Dl,34,8,0.1951219512195122,1.7923248521993405e-09
Null,34,8,0.0,1.1183944549158517e-10
XSqrA_M,34,9,0.6829268292682927,2.1911593796459957e-05
BM25,34,9,0.6,3.88536849688825e-06
Baseline,34,9,0.5,6.254906378427351e-07
Tf,34,9,0.5,6.254906378427351e-07
Dl,34,9,0.2,2.1824468624358617e-09
Null,34,9,0.15151515151515152,1.3525076489108283e-09
XSqrA_M,34,10,0.5813953488372093,4.422710914565096e-06
BM25,34,10,0.5238095238095238,1.2333477307067912e-06
Baseline,34,10,0.5,7.673195200617477e-07
Tf,34,10,0.4,9.71464657592879e-08
Dl,34,10,0.0975609756097561,2.5736107901310056e-10
Null,34,10,0.058823529411764705,3.175900697340418e-10
XSqrA_M,35,1,0.5952380952380952,5.0643153486748686e-06
BM25,35,1,0.5365853658536586,1.4086855631251127e-06
Baseline,35,1,0.475,3.9380138964819085e-07
Tf,35,1,0.35,3.78980733776747e-08
Dl,35,1,0.2564102564102564,6.70002765408486e-09
Null,35,1,0.06060606060606061,3.523249359502973e-10
XSqrA_M,35,2,0.6842105263157895,1.0029197369837625e-05
BM25,35,2,0.5675675675675675,1.2133321865858736e-06
Baseline,35,2,0.4358974358974359,1.7533641151668463e-07
Tf,35,2,0.39473684210526316,7.800581131348412e-08
Dl,35,2,0.2631578947368421,7.750852070368751e-09
Null,35,2,0.0,1.9521042368464024e-10
XSqrA_M,35,3,0.6190476190476191,8.073767420438102e-06
BM25,35,3,0.5,6.254906378427351e-07
Baseline,35,3,0.45,2.474297799499977e-07
Tf,35,3,0.35,3.78980733776747e-08
Dl,35,3,0.15384615384615385,1.0068612351282442e-09
Null,35,3,0.06060606060606061,3.523249359502973e-10
XSqrA_M,35,4,0.627906976744186,1.1432170551736569e-05
BM25,35,4,0.5,6.254906378427351e-07
Baseline,35,4,0.425,1.551724365260154e-07
Tf,35,4,0.425,1.551724365260154e-07
Dl,35,4,0.1794871794871795,1.6197673336979467e-09
Null,35,4,0.06060606060606061,3.523249359502973e-10
XSqrA_M,35,5,0.6341463414634146,8.887145112235553e-06
BM25,35,5,0.5128205128205128,6.906563164693726e-07
Baseline,35,5,0.5,6.254906378427351e-07
Tf,35,5,0.358974358974359,4.3695303406006174e-08
Dl,35,5,0.15384615384615385,1.0068612351282442e-09
Null,35,5,0.0625,3.851606540827816e-10
XSqrA_M,35,6,0.6136363636363636,9.852420397722191e-06
BM25,35,6,0.5714285714285714,3.169123168918922e-06
Baseline,35,6,0.5121951219512195,8.8348256023392e-07
Tf,35,6,0.36585365853658536,5.1831213598398384e-08
Dl,35,6,0.125,5.166992602893738e-10
Null,35,6,0.05714285714285714,2.819825034629631e-10
XSqrA_M,35,7,0.5641025641025641,1.7006559824564433e-06
BM25,35,7,0.42105263157894735,1.2309675748818656e-07
Baseline,35,7,0.631578947368421,4.290594042032317e-06
Tf,35,7,0.39473684210526316,7.800581131348412e-08
Dl,35,7,0.13513513513513514,8.654957309454933e-10
Null,35,7,0.06451612903225806,4.150721812358841e-10
XSqrA_M,35,8,0.6976744186046512,4.666618359144956e-05
BM25,35,8,0.6097560975609756,5.630843456507827e-06
Baseline,35,8,0.5609756097560976,2.2412021885176647e-06
Tf,35,8,0.375,6.072179715171592e-08
Dl,35,8,0.1,3.191265006925598e-10
Null,35,8,0.058823529411764705,3.175900697340418e-10
XSqrA_M,35,9,0.5813953488372093,4.422710914565096e-06
BM25,35,9,0.4878048780487805,5.529879918098313e-07
Baseline,35,9,0.55,1.5672479061516015e-06
Tf,35,9,0.3684210526315789,4.933074420615144e-08
Dl,35,9,0.3,1.470286218855212e-08
Null,35,9,0.09090909090909091,5.526451588931249e-10
XSqrA_M,35,10,0.5952380952380952,5.0643153486748686e-06
BM25,35,10,0.5,6.254906378427351e-07
Baseline,35,10,0.4,9.71464657592879e-08
Tf,35,10,0.35,3.78980733776747e-08
Dl,35,10,0.1282051282051282,6.252594730523348e-10
